seed	Area
0	0.557056
1	0.687556
2	0.681
3	0.643917
4	0.778444
5	0.695361
6	0.547556
7	0.544361
8	0.621889
9	0.724444
10	0.649917
11	0.733389
12	0.638528
13	0.679306
14	0.600417
15	0.706639
16	0.663306
17	0.677889
18	0.645222
19	0.672583
20	0.659444
21	0.549083
22	0.736861
23	0.699806
24	0.66
25	0.678417
26	0.684194
27	0.682972
28	0.667111
29	0.556
30	0.53825
31	0.542694
32	0.738778
33	0.616667
34	0.55525
35	0.581944
36	0.707528
37	0.629722
38	0.828639
39	0.666833
40	0.528111
41	0.681694
42	0.699944
43	0.632722
44	0.639389
45	0.682972
46	0.707278
47	0.734611
48	0.65125
49	0.707194
50	0.688833
51	0.794889
52	0.656083
53	0.72
54	0.751583
55	0.655556
56	0.642222
57	0.621528
58	0.599583
59	0.726611
60	0.628167
61	0.637028
62	0.629806
63	0.651972
64	0.696722
65	0.642611
66	0.584944
67	0.740917
68	0.794694
69	0.629333
70	0.678333
71	0.701722
72	0.604361
73	0.669528
74	0.692417
75	0.554917
76	0.551889
77	0.797444
78	0.710333
79	0.701861
80	0.586944
81	0.714639
82	0.771667
83	0.563917
84	0.608778
85	0.648667
86	0.709944
87	0.740806
88	0.696194
89	0.667806
90	0.669833
91	0.711639
92	0.676722
93	0.618167
94	0.684722
95	0.70125
96	0.660972
97	0.764
98	0.744333
99	0.745639
100	0.662361
101	0.755028
102	0.684361
103	0.762556
104	0.746083
105	0.638306
106	0.707333
107	0.657972
108	0.667361
109	0.653944
110	0.681556
111	0.659944
112	0.595083
113	0.66175
114	0.568194
115	0.64825
116	0.716861
117	0.697333
118	0.705556
119	0.800778
120	0.558528
121	0.708139
122	0.702222
123	0.728806
124	0.691611
125	0.712472
126	0.629
127	0.710278
128	0.72925
129	0.685417
130	0.660667
131	0.61275
132	0.700333
133	0.576528
134	0.650556
135	0.602139
136	0.699639
137	0.786778
138	0.562139
139	0.792028
140	0.720333
141	0.745278
142	0.678167
143	0.587611
144	0.793583
145	0.73575
146	0.629111
147	0.576889
148	0.736111
149	0.547528
150	0.575972
151	0.751444
152	0.711139
153	0.691528
154	0.59225
155	0.628278
156	0.682611
157	0.612333
158	0.716389
159	0.559222
160	0.674139
161	0.680556
162	0.661194
163	0.576028
164	0.779694
165	0.698639
166	0.609722
167	0.573528
168	0.695083
169	0.782444
170	0.570833
171	0.679778
172	0.594389
173	0.715389
174	0.58325
175	0.71475
176	0.688528
177	0.645222
178	0.611694
179	0.531972
180	0.676778
181	0.61675
182	0.730917
183	0.687528
184	0.674222
185	0.514611
186	0.612278
187	0.631917
188	0.627278
