seed	Volume
0	0.310347
1	0.312836
2	0.272853
3	0.272622
4	0.265849
5	0.28864
6	0.271307
7	0.316569
8	0.290329
9	0.275698
10	0.289351
11	0.284604
12	0.284853
13	0.306418
14	0.317529
15	0.320142
16	0.288836
17	0.339964
18	0.305831
19	0.304427
20	0.301991
21	0.262204
22	0.276551
23	0.307253
24	0.30064
25	0.290169
26	0.266542
27	0.286951
28	0.307947
29	0.251733
30	0.27952
31	0.266347
32	0.297191
33	0.291787
34	0.293404
35	0.288373
36	0.271147
37	0.302347
38	0.30144
39	0.281831
40	0.316267
41	0.310969
42	0.304587
43	0.324373
44	0.254951
45	0.2728
46	0.304427
47	0.281796
48	0.276444
49	0.288551
50	0.269636
51	0.307876
52	0.279022
53	0.297867
54	0.290489
55	0.296462
56	0.281653
57	0.30032
58	0.291858
59	0.310382
60	0.305636
61	0.313209
62	0.289956
63	0.318613
64	0.276302
65	0.323147
66	0.306169
67	0.278311
68	0.297582
69	0.319218
70	0.301973
71	0.271787
72	0.28176
73	0.286756
74	0.288
75	0.31248
76	0.264551
77	0.290311
78	0.299093
79	0.29888
80	0.278062
81	0.294578
82	0.301884
83	0.310862
84	0.285031
85	0.275644
86	0.267413
87	0.29552
88	0.274329
89	0.25776
90	0.275804
91	0.308924
92	0.300569
93	0.284427
94	0.302098
95	0.284622
96	0.291236
97	0.276444
98	0.260729
99	0.304836
