seed	Area
0	0.529235
1	0.773481
2	0.59679
3	0.701877
4	0.635062
5	0.784741
6	0.554667
7	0.658074
8	0.693086
9	0.63042
10	0.732691
11	0.66642
12	0.784247
13	0.600099
14	0.64479
15	0.665728
16	0.69442
17	0.668
18	0.829333
19	0.667111
20	0.587012
21	0.593432
22	0.687605
23	0.605432
24	0.740099
25	0.691457
26	0.665086
27	0.634469
28	0.740889
29	0.640296
30	0.624642
31	0.596691
32	0.568543
33	0.711309
34	0.559012
35	0.644346
36	0.566123
37	0.630568
38	0.658123
39	0.666765
40	0.667704
41	0.732642
42	0.789086
43	0.573778
44	0.590173
45	0.687852
46	0.62879
47	0.591901
48	0.593383
49	0.643556
50	0.741136
51	0.457383
52	0.67042
53	0.679605
54	0.754074
55	0.619111
56	0.769827
57	0.727407
58	0.594469
59	0.783753
60	0.642617
61	0.654864
62	0.597827
63	0.516938
64	0.741926
65	0.49437
66	0.731407
67	0.696444
68	0.708988
69	0.585086
70	0.646025
71	0.673728
72	0.636593
73	0.619852
74	0.782716
75	0.582617
76	0.674864
77	0.691901
78	0.603309
79	0.644988
80	0.637827
81	0.673531
82	0.591901
83	0.662617
84	0.567951
85	0.666123
86	0.745827
87	0.732741
88	0.610914
89	0.672494
90	0.706765
91	0.714667
92	0.679802
93	0.742173
94	0.660247
95	0.603309
96	0.609926
97	0.713136
98	0.628
99	0.700247
100	0.593086
101	0.705383
102	0.76321
103	0.614864
104	0.735012
105	0.623358
106	0.742815
107	0.679506
108	0.806321
109	0.753333
110	0.642667
111	0.724296
112	0.705926
113	0.666963
114	0.712049
115	0.662074
116	0.784593
117	0.675951
118	0.753531
119	0.687556
120	0.592346
121	0.821037
122	0.615951
123	0.558123
124	0.570519
125	0.651407
126	0.72
127	0.611951
128	0.659605
129	0.806765
130	0.664296
131	0.689037
132	0.686222
133	0.559111
134	0.61684
135	0.665284
136	0.506617
137	0.563457
138	0.623506
139	0.753728
140	0.660889
141	0.712889
142	0.592
143	0.616
144	0.675309
145	0.768741
146	0.529284
147	0.637383
148	0.67916
149	0.745284
150	0.662272
151	0.74637
152	0.691506
153	0.787457
154	0.624296
155	0.604691
156	0.653383
157	0.795605
158	0.639259
159	0.618914
160	0.779605
161	0.674914
162	0.508049
163	0.59763
164	0.637333
165	0.650222
166	0.624938
167	0.649975
168	0.639852
169	0.747111
170	0.761778
171	0.644889
172	0.73842
173	0.571852
174	0.591012
175	0.701185
176	0.581728
177	0.582864
178	0.697679
179	0.69842
180	0.780198
181	0.714765
182	0.628247
183	0.812543
184	0.600593
185	0.570815
186	0.727358
187	0.664988
188	0.656988
189	0.730963
190	0.723605
191	0.706519
192	0.690074
193	0.630123
194	0.712049
195	0.598272
196	0.690272
197	0.747556
198	0.69842
199	0.716494
200	0.770716
201	0.69358
202	0.641679
203	0.690815
204	0.696691
205	0.653679
206	0.56721
207	0.535259
208	0.61679
209	0.700938
210	0.624296
211	0.625086
212	0.630617
213	0.507012
214	0.767852
215	0.715654
216	0.747753
217	0.725037
218	0.642074
219	0.667407
220	0.567457
221	0.646617
222	0.699111
223	0.705827
224	0.709679
225	0.638963
226	0.661037
227	0.716642
228	0.54721
229	0.595852
230	0.572148
231	0.57279
232	0.604988
233	0.711358
234	0.653432
235	0.730815
236	0.708395
237	0.616988
238	0.775802
239	0.593827
240	0.613284
241	0.660099
242	0.630963
243	0.731309
244	0.564593
245	0.691111
246	0.746864
247	0.656543
248	0.752741
249	0.518716
250	0.553827
251	0.590321
252	0.637778
253	0.597827
254	0.641728
255	0.849185
256	0.65916
257	0.795951
258	0.66237
259	0.650914
260	0.715111
261	0.742864
262	0.568395
263	0.709728
264	0.505432
265	0.694321
266	0.72079
267	0.734716
268	0.661086
269	0.563457
270	0.828543
271	0.707259
272	0.701926
273	0.576741
274	0.71763
275	0.700988
276	0.57358
277	0.630568
278	0.676494
279	0.725531
280	0.747556
281	0.681778
282	0.666716
283	0.632444
284	0.691654
285	0.721827
286	0.653235
287	0.628198
288	0.632593
289	0.674469
290	0.580988
291	0.62563
292	0.723753
293	0.813481
294	0.656049
295	0.55279
296	0.636099
297	0.736691
298	0.692494
299	0.613975
300	0.677728
301	0.668938
302	0.683852
303	0.616296
304	0.620642
305	0.686074
306	0.654074
307	0.654667
308	0.834123
309	0.726568
310	0.72884
311	0.660741
312	0.642123
313	0.584642
314	0.58242
315	0.690568
316	0.592247
317	0.597037
318	0.632296
319	0.678963
320	0.670321
321	0.715259
322	0.708741
323	0.750173
324	0.600444
325	0.67684
326	0.707457
327	0.654469
328	0.776395
329	0.582519
330	0.604198
331	0.606617
332	0.653481
333	0.587605
334	0.649333
335	0.647753
336	0.667062
337	0.565778
338	0.575506
339	0.622074
340	0.829235
341	0.659309
342	0.549383
343	0.602963
344	0.844691
345	0.703012
346	0.613136
347	0.664099
348	0.63121
349	0.707951
350	0.731605
351	0.716
352	0.516642
353	0.664296
354	0.635605
355	0.680148
356	0.661185
357	0.709235
358	0.679062
359	0.712444
360	0.726617
361	0.556741
362	0.630617
363	0.74242
364	0.759309
365	0.653827
366	0.686914
367	0.695259
368	0.661926
369	0.680642
370	0.605679
371	0.716395
372	0.601926
373	0.777481
374	0.706963
375	0.669235
376	0.60642
377	0.766222
378	0.577926
379	0.736
380	0.709383
381	0.75116
382	0.72879
383	0.670963
384	0.662617
385	0.677679
386	0.70321
387	0.662568
388	0.628543
389	0.70163
390	0.717877
391	0.710765
392	0.65363
393	0.723852
394	0.764494
395	0.717284
396	0.705778
397	0.701679
398	0.683556
399	0.689235
400	0.705383
401	0.727852
402	0.784889
403	0.719951
404	0.584593
405	0.587062
406	0.614025
407	0.671901
408	0.728642
409	0.772444
410	0.718074
