seed	Area
0	0.665704
1	0.697975
2	0.661012
3	0.639358
4	0.706864
5	0.627099
6	0.663136
7	0.563272
8	0.70084
9	0.684988
10	0.647333
11	0.699407
12	0.665494
13	0.685691
14	0.707
15	0.699667
16	0.62642
17	0.670617
18	0.674469
19	0.656086
20	0.71142
21	0.705481
22	0.701815
23	0.708185
24	0.714259
25	0.658704
26	0.580753
27	0.753531
28	0.662506
29	0.650654
30	0.567914
31	0.669543
32	0.59937
33	0.638037
34	0.633346
35	0.682111
36	0.61184
37	0.647284
38	0.744407
39	0.627173
40	0.657741
41	0.650235
42	0.616383
43	0.79116
44	0.611012
45	0.70521
46	0.694568
47	0.738395
48	0.610951
49	0.773753
50	0.668593
51	0.705691
52	0.701679
53	0.655704
54	0.656728
55	0.559
56	0.61742
57	0.648247
58	0.622185
59	0.745765
60	0.645778
61	0.652321
62	0.80863
63	0.601086
64	0.690926
65	0.654123
66	0.748469
67	0.670963
68	0.755469
69	0.665407
70	0.651012
71	0.599691
72	0.646963
73	0.593222
74	0.690395
75	0.697012
76	0.717111
77	0.702506
78	0.647543
79	0.632049
80	0.628346
81	0.644938
82	0.654123
83	0.780951
84	0.683519
85	0.656481
86	0.71179
87	0.672815
88	0.729543
89	0.765938
90	0.711346
91	0.675111
92	0.669198
93	0.670605
94	0.634543
95	0.675086
96	0.725494
97	0.646321
98	0.713765
99	0.675
100	0.616963
101	0.693975
102	0.696543
103	0.641877
104	0.702593
105	0.645494
106	0.642395
107	0.672284
108	0.647432
109	0.75721
110	0.70516
111	0.71316
112	0.721457
113	0.645728
114	0.786062
115	0.646148
116	0.700716
117	0.70958
118	0.662136
119	0.646395
120	0.710827
121	0.699765
122	0.744235
123	0.660815
124	0.686235
125	0.725556
126	0.669741
127	0.731864
128	0.620617
129	0.727395
130	0.582123
131	0.667963
132	0.693272
133	0.596296
134	0.705123
135	0.63963
136	0.658247
137	0.597815
138	0.620519
139	0.730802
140	0.682827
141	0.681086
142	0.709556
143	0.664062
144	0.757914
145	0.72337
146	0.706593
147	0.623037
148	0.714469
149	0.615667
150	0.725938
151	0.698296
152	0.73121
153	0.693309
154	0.666358
155	0.656852
156	0.714407
157	0.676086
158	0.720802
159	0.62063
160	0.675309
161	0.706235
162	0.716025
163	0.643975
164	0.649494
165	0.712519
166	0.671716
167	0.68
168	0.657
169	0.590037
170	0.617654
171	0.701136
172	0.639753
173	0.661247
174	0.65363
175	0.661395
176	0.624358
177	0.697222
178	0.626519
179	0.676358
180	0.587012
181	0.691802
182	0.704148
183	0.57384
184	0.588494
185	0.671148
186	0.688444
187	0.646901
188	0.739679
189	0.719235
190	0.779074
191	0.713136
192	0.646444
193	0.669272
194	0.667741
195	0.594975
196	0.638062
197	0.587395
198	0.651173
199	0.685272
200	0.716938
201	0.649667
202	0.755198
203	0.666025
204	0.620617
205	0.721321
206	0.660852
207	0.701469
208	0.700802
209	0.698778
210	0.611049
211	0.584877
212	0.72663
213	0.659049
214	0.683605
215	0.743642
216	0.650222
217	0.720284
218	0.621062
219	0.699988
220	0.643444
221	0.625914
222	0.673568
223	0.666259
224	0.70058
225	0.691914
226	0.726259
227	0.76558
228	0.675432
229	0.676432
230	0.600765
231	0.500123
232	0.671531
233	0.710864
234	0.700407
235	0.659728
236	0.694963
237	0.613543
238	0.609519
239	0.650148
240	0.680099
241	0.685765
242	0.663654
243	0.67
244	0.63216
245	0.72779
246	0.630938
247	0.648173
248	0.51616
249	0.600259
250	0.644951
251	0.662877
252	0.735296
253	0.689654
254	0.593741
255	0.663975
256	0.485074
257	0.621099
258	0.664284
259	0.649716
260	0.702914
261	0.628852
262	0.616864
263	0.711975
264	0.654111
265	0.652432
266	0.678
267	0.60984
268	0.708568
269	0.702519
270	0.573926
271	0.678568
272	0.708741
273	0.598889
274	0.722444
275	0.672556
276	0.593741
277	0.67816
278	0.632506
279	0.762012
280	0.707383
281	0.607716
282	0.564235
283	0.733975
284	0.731951
285	0.723432
286	0.660938
287	0.626272
288	0.645741
289	0.725605
290	0.679086
291	0.73816
292	0.669284
293	0.685296
294	0.616975
295	0.686864
296	0.698123
297	0.74937
298	0.662358
299	0.660667
300	0.563556
301	0.686074
302	0.655975
303	0.720914
304	0.732802
305	0.834358
306	0.66658
307	0.610407
308	0.651247
309	0.686148
310	0.676642
311	0.654111
312	0.750642
313	0.589222
314	0.719741
315	0.592198
316	0.678037
317	0.698136
318	0.628296
319	0.629741
320	0.669963
321	0.764383
322	0.622296
323	0.671691
324	0.696222
325	0.649136
326	0.668654
327	0.658074
328	0.62584
329	0.719914
330	0.675827
331	0.663025
332	0.690938
333	0.671111
334	0.741086
335	0.710074
336	0.714309
337	0.670346
338	0.73363
339	0.65837
340	0.687173
341	0.639506
342	0.660605
343	0.68242
344	0.665963
345	0.652432
346	0.72437
347	0.629037
348	0.632457
349	0.637765
350	0.688556
351	0.585284
352	0.71037
353	0.720272
354	0.749778
355	0.706457
356	0.672012
357	0.677358
358	0.708358
359	0.636395
360	0.693815
361	0.658444
362	0.704679
363	0.678753
364	0.706975
365	0.719914
366	0.666
367	0.629444
368	0.681556
369	0.667741
370	0.636679
371	0.558309
372	0.741914
373	0.675
374	0.729975
375	0.695185
376	0.682309
377	0.569963
378	0.629642
379	0.685901
380	0.709123
381	0.636519
382	0.600272
383	0.729914
384	0.586556
385	0.692086
386	0.700173
387	0.720444
388	0.648049
389	0.632025
390	0.653654
391	0.702778
392	0.741333
393	0.611
394	0.702741
395	0.662222
396	0.770185
397	0.70821
398	0.747099
399	0.65679
400	0.692358
401	0.64642
402	0.651062
403	0.595679
404	0.639012
405	0.644642
406	0.644605
407	0.678309
408	0.681531
409	0.671457
410	0.76163
411	0.723741
412	0.569049
413	0.661185
414	0.682
415	0.667
416	0.645
417	0.613296
418	0.557222
419	0.726827
420	0.711741
421	0.666889
422	0.722333
423	0.635469
424	0.62084
425	0.671802
426	0.643605
427	0.622926
428	0.624099
429	0.633815
430	0.666531
431	0.623704
432	0.683753
433	0.637679
434	0.646012
435	0.651543
436	0.696148
437	0.676383
438	0.567099
439	0.730852
440	0.586383
441	0.561383
442	0.714543
443	0.620407
444	0.587815
445	0.659914
446	0.727963
447	0.634062
448	0.648025
449	0.629704
450	0.662037
451	0.726642
452	0.688963
453	0.678926
454	0.605889
455	0.665407
456	0.636469
457	0.729741
458	0.540951
459	0.617716
460	0.688519
461	0.645247
462	0.757568
463	0.693444
464	0.645296
465	0.611951
466	0.642222
467	0.652864
468	0.692605
469	0.667951
470	0.689667
471	0.712519
472	0.621309
473	0.733852
474	0.696679
475	0.689654
476	0.761926
477	0.673444
478	0.711679
479	0.726395
480	0.622568
481	0.758667
482	0.638691
483	0.613815
484	0.618679
485	0.694469
486	0.671951
487	0.594333
488	0.639506
489	0.671407
490	0.61063
491	0.654938
492	0.653938
493	0.648617
494	0.640136
495	0.66858
496	0.711815
497	0.636049
498	0.70779
499	0.675531
500	0.647654
501	0.672864
502	0.701963
503	0.731481
504	0.643901
505	0.588543
506	0.699642
507	0.715
